NO.	CORPUS.FILE	ITEM	POS	POS_BROAD	contextual_meaning	basic_meaning	METAPHOR	MUSIC_TARGET.DOMAIN	SD	CONCEPTUAL_METAPHOR_BASIS	DEICTIC_EGO	Context	comment
2670	MA09-28.1_39_TR	,_PUN	PUN	PUN			DFMA_Punct	no					
2671	MA09-28.1_39_TR	although	CJS	CJC	conjunction		no	no					
2672	MA09-28.1_39_TR	sounding	VVG	VV	MM3_[INTRANSITIVE] to produce a sound		no	yes					
2673	MA09-28.1_39_TR	more	AV0	AV0	MM_used for saying that a particular quality is stronger in one person or thing than in another, stronger than it was before, or stronger than you expected or hoped		no	no					
2674	MA09-28.1_39_TR	major	AJ0	AJ0	MM2_MUSIC relating to a musical scale (=fixed series of musical notes) with semitones between the third and fourth and the seventh and eighth musical notes	MM1_[USUALLY BEFORE NOUN] important, serious, large, or great	WIDLII	yes	space				
2675	MA09-28.1_39_TR	than	CJS	CJC	conjunction		no	no					
2676	MA09-28.1_39_TR	that	DT0	DT0	pronoun: „thematic material“		MRW-implicit	yes	physical structure				
2677	MA09-28.1_39_TR	that	DT0	DT0			MRW-indirect	no					
2678	MA09-28.1_39_TR	which	DTQ	DT0	still „thematic material“		no	no					
2679	MA09-28.1_39_TR	preceded	VVD	VV	LM1_ to happen to exist before sth or so, to come before so/sth in a series	LM2_to go somewhere before someone else	MRW-indirect	yes	motion	TIME	neutral	The new thematic material at bar 42, although sounding more major than that which preceded it owing to its cadential close in bar 48, is nonetheless replete with references to motive ‘x’ both in its melodic line	sequence is relative position on a path
2680	MA09-28.1_39_TR	it	PNP	PNP	pronoun: „thematic material“		MRW-implicit	yes	physical structure				
2681	MA09-28.1_39_TR	owing to	PRP	VV	MM“owing to“_because of something		no	no					
2682	MA09-28.1_39_TR	its	DPS	DT0	determiner		no	no					
2683	MA09-28.1_39_TR	cadential	AJ0	AJ0	not in dicts, „cadence“; MM2_music a short section of music that ends a longer section	MM1_formal the way in which someone’s voice gets higher or lower as they speak, especially the fall of their voice at the end of a sentence	no	yes					
2684	MA09-28.1_39_TR	close	NN1	NN0	MM_the end of something such as a period of time, event, or activity	There is no more basic meaning.	no	yes					
2685	MA09-28.1_39_TR	in	PRP	PRP	abstract	concrete	MRW-indirect	yes	container				
2686	MA09-28.1_39_TR	bar	NN1	NN0			MRW-indirect	yes	other				
2687	MA09-28.1_39_TR	48	CRD	CRD			no	no					
2688	MA09-28.1_39_TR	,	PUN	PUN			DFMA_Punct	no					
2689	MA09-28.1_39_TR	is	VBZ	VV	identification		no	no					
2690	MA09-28.1_39_TR	nonetheless	AV0	AV0	MM_despite what has just been said. The more usual word is nevertheless.	There is no more basic meaning.	no	no					
2691	MA09-28.1_39_TR	replete	AJ0	AJ0	LM1_formal full of something	LM2_old-fashioned very full of food or drink	MRW-indirect	yes	container			The new thematic material at bar 42, although sounding more major than that which preceded it owing to its cadential close in bar 48, is nonetheless replete with references to motive ‘x’ both in its melodic line,	
2692	MA09-28.1_39_TR	with	PRP	PRP	abtract	concrete	MRW-indirect	yes	possession				
2693	MA09-28.1_39_TR	references	NN2	NN0	a musical reference, a part of music that is similar or uses similar material than another part of music	MM1-[countable/uncountable] a comment that mentions someone or something; MM5_[COUNTABLE] a word or phrase that comes from a book or a poem	MRW-indirect	yes	language				
2694	MA09-28.1_39_TR	to	PRP	PRP	abstract	concrete	MRW-indirect	yes	language				
2695	MA09-28.1_39_TR	motive	NN1	NN0	MD“motive“_see „motif“;  MM“motive“_the reason that you do something; MM2a_MUSIC an arrangement of notes that is repeated regularly in a piece of music	MM1“motif“_a shape or pattern that is repeated in a design or decoration	MRW-indirect	yes	synaesthetic				
2696	MA09-28.1_39_TR	x	ZZ0	ZZ0	label	letter	no	no					
2697	MA09-28.1_39_TR	both	DT0	DT0			no	no					
2698	MA09-28.1_39_TR	in	PRP	PRP	abstract	concrete	MRW-indirect	yes	container			The new thematic material at bar 42, although sounding more major than that which preceded it owing to its cadential close in bar 48, is nonetheless replete with references to motive ‘x’ both in its melodic line,	
2699	MA09-28.1_39_TR	its	DPS	DT0	determiner		no	no					
2700	MA09-28.1_39_TR	melodic	AJ0	AJ0	MM2_music relating to the melody (=main tune) of a piece of music	There is no more basic meaning.	no	yes					
2701	MA09-28.1_39_TR	line	NN1	NN0	musical line	concrete line	MRW-indirect	yes	space			replete with references to motive ‘x’ both in its melodic line	
2702	MA09-28.1_39_TR	,	PUN	PUN			DFMA_Punct	no					
2703	MA09-28.1_39_TR	where	CJS	CJC	musical space	concrete	MRW-indirect	yes	space			The new thematic material at bar 42, although sounding more major than that which preceded it owing to its cadential close in bar 48, is nonetheless replete with references to motive ‘x’ both in its melodic line, where it is registrally highlighted,	
2704	MA09-28.1_39_TR	it	PNP	PNP	either „new thematic material“ or „motive x“		MRW-implicit	yes	physical structure				
2705	MA09-28.1_39_TR	is	VBZ	VV	identification		no	no					
2706	MA09-28.1_39_TR	registrally	AV0	AV0	Not in dicts, „register“: MD_A division of the range of an instrument or singing voice. Usually registers are defined by a change in the quality of the sound between a lower range and a higher range., MM2_[countable] music the range of musical sounds that a voice or a musical instrument can produce	MM1_[countable] an official list or record of a particular type of thing; MM3_[countable/uncountable] linguistics the type of language that you use in a particular situation or when communicating with a particular group of people. Thesaurus entry for this meaning of register	no	yes					
2707	MA09-28.1_39_TR	highlighted	VVN	VV	contextual meaning is not really in dicts, „hervorgehoben“, LM1_to make a problem or subject easy to notice so that people pay attention to it: 	LM2_to mark written words with a special coloured pen, or in a different colour on a computer: 	MRW-indirect	no					
2708	MA09-28.1_39_TR	,	PUN	PUN			DFMA_Punct	no					
2709	MA09-28.1_39_TR	and	CJC	CJC	conjunction		no	no					
2710	MA09-28.1_39_TR	,	PUN	PUN			DFMA_Punct	no					
2711	MA09-28.1_39_TR	in	PRP	PRP	abstract	concrete	MRW-indirect	yes	container			in counterpoint	
2712	MA09-28.1_39_TR	counterpoint	NN1	NN0	MM2_[uncountable] two or more tunes that are played together to sound like one tune		no	yes					
2713	MA09-28.1_39_TR	against	PRP	PRP	MM1_in opposition to someone/something	MM3_touching or hitting someone/something	MRW-indirect	yes	physical structure				
2714	MA09-28.1_39_TR	this	DT0	DT0	„melodic line“		MRW-implicit	yes	physical structure				
2715	MA09-28.1_39_TR	this	DT0	DT0			MRW-indirect	no					
2716	MA09-28.1_39_TR	,	PUN	PUN			DFMA_Punct	no					
2717	MA09-28.1_39_TR	in	PRP	PRP	abstract	concrete	MRW-indirect	yes	container				
2718	MA09-28.1_39_TR	the_AT0	AT0	AT0	definite article		no	no					
2719	MA09-28.1_39_TR	viola_NN1	NN1	NN0	instrument		no	yes					
2720	MA09-28.1_39_TR	part	NN1	NN0	MM8_[countable] the music that is written for a particular type of instrument or voice in a group of different types of instruments or voices	 e] a piece or feature of something such as an object, area, event, or period of time	MRW-indirect	yes	physical structure				
2721	MA09-28.1_39_TR	,	PUN	PUN			DFMA_Punct	no					
2722	MA09-28.1_39_TR	as	CJS	CJC	conjunction		no	no					
2723	MA09-28.1_39_TR	shown	VVN	VV			no	no					
2724	MA09-28.1_39_TR	in	PRP	PRP		concrete	no	no					
2725	MA09-28.1_39_TR	Ex	NN1	NN0			no	no					
2726	MA09-28.1_39_TR	8	CRD	CRD			no	no					
2727	MA09-28.1_39_TR	.	SENT	PUN			DFMA_Punct	no					
2728	MA09-28.1_39_TR	The	AT0	AT0	definite article		no	no					
2729	MA09-28.1_39_TR	sequential	AJ0	AJ0	MM_forming a set with a particular order or happening in a particular order		no	yes					
2730	MA09-28.1_39_TR	treatment	NN1	NN0	  countable] a particular way of dealing with or talking about a subject	  of behaving towards someone or of dealing with them	MRW-indirect	yes	physical structure				
2731	MA09-28.1_39_TR	of	PRF	PRP			no	no					
2732	MA09-28.1_39_TR	this	DT0	DT0	abstract	concrete	MRW-indirect	no					
2733	MA09-28.1_39_TR	theme	NN1	NN0	MM2a_a short tune that is repeated in a longer piece of music	MM1_the main subject of something such as a book, speech, art exhibition, or discussion	WIDLII	yes	language				
2734	MA09-28.1_39_TR	from	PRP	PRP	Origin in musical space, 	origin in concrete space	MRW-indirect	yes	motion	TIME	neutral	The sequential treatment of this theme from bar 55 onwards abandons the full tetrachord almost entirely	duration is length + temporal progression is motion forward / situation is a mover (cf. Moore 2014)
2735	MA09-28.1_39_TR	bar	NN1	NN0			MRW-indirect	yes	other				
2736	MA09-28.1_39_TR	55	CRD	CRD			no	no					
2737	MA09-28.1_39_TR	onwards	AV0	AV0	?Lm1_from ... onwards. Beginning at a particular time or age and continuing after that: 	 ng with D or S for samples of headword or sentence pronunciations on the LDOCE CD-ROM] He walked onwards to the head of the lake.	MRW-indirect	yes	motion	TIME	neutral	The sequential treatment of this theme from bar 55 onwards abandons the full tetrachord almost entirely	duration is length + temporal progression is motion forward / situation is a mover (cf. Moore 2014)
2738	MA09-28.1_39_TR	abandons	VVZ	VV	?MM4_to stop something that you are doing or planning to do; this new version of the theme does not have the tetrachord in it anymore	MM1_leave someone, MM2_leave place	MRW-indirect	yes	motion	other	neutral	The sequential treatment of this theme from bar 55 onwards abandons the full tetrachord almost entirely	
2739	MA09-28.1_39_TR	The	AT0	AT0	definite article		no	no					
2740	MA09-28.1_39_TR	full	AJ0	AJ0	MM4_[only before noun] complete	MM1_containing the largest amount that will fit in a particular place	MRW-indirect	yes	container			the full tetrachord	
2741	MA09-28.1_39_TR	tetrachord	NN1	NN0	MD_The perfect fourth and the set of four diatonic, chromatic, or enharmonic notes encased therein.	There is no more basic meaning.	no	yes					
2742	MA09-28.1_39_TR	almost	AV0	AV0	MM_nearly but not completely		no	no					
2743	MA09-28.1_39_TR	entirely	AV0	AV0	MM_completely, or in every way		no	no					
2744	MA09-28.1_39_TR	(	PUL	PUN			DFMA_Punct	no					
2745	MA09-28.1_39_TR	save	VVB	VV	it is not a verb... MM_except	There is no more basic meaning.	no	no					
2746	MA09-28.1_39_TR	for	PRP	PRP			no	no					
2747	MA09-28.1_39_TR	bars	NN2	NN0			MRW-indirect	yes	other				
2748	MA09-28.1_39_TR	61-62	CRD	CRD			no	no					
2749	MA09-28.1_39_TR	)	PUR	PUN			DFMA_Punct	no					
2750	MA09-28.1_39_TR	but	CJC	CJC	conjunction		no	no					
2751	MA09-28.1_39_TR	retains	VVZ	VV	MM1_to keep someone or something	There is no more basic meaning.	no	yes					
2752	MA09-28.1_39_TR	a	AT0	AT0	indef. Article		no	no					
2753	MA09-28.1_39_TR	four-	CRD	CRD	number		no	no					
2754	MA09-28.1_39_TR	note	NN1	NN0	MM4_music an individual sound in music. A group of notes played together is called a chord and a series of notes that form a separate set is called a scale	MM1_a short letter to someone	no	yes					
2755	MA09-28.1_39_TR	fragment	NN1	NN0	MM2_a small part of something larger	MM1_a small piece of a larger object that has broken, often into a lot of pieces	MRW-indirect	yes	physical structure				
2756	MA09-28.1_39_TR	of	PRF	PRP			no	no					
2757	MA09-28.1_39_TR	it	PNP	PNP	tetrachord		no	yes					
2758	MA09-28.1_39_TR	(	PUL	PUN			DFMA_Punct	no					
2759	MA09-28.1_39_TR	motive	NN1	NN0	MD“motive“_see „motif“;  MM“motive“_the reason that you do something; MM2a_MUSIC an arrangement of notes that is repeated regularly in a piece of music	MM1“motif“_a shape or pattern that is repeated in a design or decoration	MRW-indirect	yes	synaesthetic				
2760	MA09-28.1_39_TR	y	ZZ0	ZZ0	label	letter	no	no					
2761	MA09-28.1_39_TR	)	PUR	PUN			DFMA_Punct	no					
2762	MA09-28.1_39_TR	in	PRP	PRP	abstract	concrete	MRW-indirect	yes	container				
2763	MA09-28.1_39_TR	bars	NN2	NN0			MRW-indirect	yes	other				
2764	MA09-28.1_39_TR	58-59	CRD	CRD			no	no					
2765	MA09-28.1_39_TR	in	PRP	PRP	abstract	concrete	MRW-indirect	yes	container				
2766	MA09-28.1_39_TR	The	AT0	AT0	definite article		no	no					
2767	MA09-28.1_39_TR	lower	AJC	AJ0	MM4a_used for describing a deep voice or a sound that has a long wavelength	MM1_small in height, or smaller than the usual height	MRW-indirect	yes	space			The sequential treatment of this theme from bar 55 onwards abandons the full tetrachord almost entirely (save for bars 61–62) but retains a four-note fragment of it (motive ‘y’) in bars 58–59 in the lower two parts, bars 59–60 in the top part,	
2768	MA09-28.1_39_TR	two	CRD	CRD	number		no	no					
2769	MA09-28.1_39_TR	parts	NN2	NN0	MM8_[countable] the music that is written for a particular type of instrument or voice in a group of different types of instruments or voices	LM1_piece 	MRW-indirect	yes	physical structure				
2770	MA09-28.1_39_TR	,	PUN	PUN			DFMA_Punct	no					
2771	MA09-28.1_39_TR	bars	NN2	NN0			MRW-indirect	yes	other				
2772	MA09-28.1_39_TR	59-60	CRD	CRD			no	no					
2773	MA09-28.1_39_TR	in	PRP	PRP	abstract	concrete	MRW-indirect	yes	container				
2774	MA09-28.1_39_TR	the	AT0	AT0	definite article		no	no					
2775	MA09-28.1_39_TR	top	AJ0	AJ0	musical meaning is not in dicts, high pitches	MM1_[countable] [usually singular] the highest place, point, part, or surface of something	MRW-indirect	yes	space			The sequential treatment of this theme from bar 55 onwards abandons the full tetrachord almost entirely (save for bars 61–62) but retains a four-note fragment of it (motive ‘y’) in bars 58–59 in the lower two parts, bars 59–60 in the top part,	
2776	MA09-28.1_39_TR	part	NN1	NN0	MM8_[countable] the music that is written for a particular type of instrument or voice in a group of different types of instruments or voices	LM1_piece 	MRW-indirect	yes	physical structure				
2777	MA09-28.1_39_TR	,	PUN	PUN			DFMA_Punct	no					
2778	MA09-28.1_39_TR	bars	NN2	NN0			MRW-indirect	yes	other				
2779	MA09-28.1_39_TR	60-61	CRD	CRD			no	no					
2780	MA09-28.1_39_TR	with	PRP	PRP	abstract	concrete	MRW-indirect	yes	possession				
2781	MA09-28.1_39_TR	the	AT0	AT0	definite article		no	no					
2782	MA09-28.1_39_TR	rhythm	NN1	NN0	MM2_[countable/uncountable] music a regular pattern of sounds in music that you can show by moving, hitting your hands together, or hitting a drum or other surface	There is no more basic meaning.	no	yes					
2783	MA09-28.1_39_TR	slightly	AV0	AV0	MM_not very much, only a little	There is no more basic meaning.	no	no					
2784	MA09-28.1_39_TR	altered	VVN	VV	MM1_[transitive] to make something or someone different	?(no) MM2_[transitive] to make small changes to a piece of clothing so that it fits better	no	yes					
2785	MA09-28.1_39_TR	and	CJC	CJC	conjunction		no	no					
2786	MA09-28.1_39_TR	finally	AV0	AV0	MM1_after a long time, process, or series of events		no	no					
2787	MA09-28.1_39_TR	in	PRP	PRP	abstract	concrete	MRW-indirect	yes	container				
2788	MA09-28.1_39_TR	bars	NN2	NN0			MRW-indirect	yes	other				
2789	MA09-28.1_39_TR	64-67	CRD	CRD			no	no					
2790	MA09-28.1_39_TR	in	PRP	PRP	abstract	concrete	MRW-indirect	yes	container				
2791	MA09-28.1_39_TR	all	DT0	DT0			no	no					
2792	MA09-28.1_39_TR	parts	NN2	NN0	MM8_[countable] the music that is written for a particular type of instrument or voice in a group of different types of instruments or voices	 e] a piece or feature of something such as an object, area, event, or period of time	MRW-indirect	yes	physical structure				
2793	MA09-28.1_39_TR	except	PRP	PRP			no	no					
2794	MA09-28.1_39_TR	the	AT0	AT0	definite article		no	no					
2795	MA09-28.1_39_TR	bass	NN1	NN0	voice played by bass	instrument	no	yes					
2796	MA09-28.1_39_TR	.	SENT	PUN			DFMA_Punct	no					
2797	MA09-28.1_39_TR	It	PNP	PNP	dummy subject		no	no					
2798	MA09-28.1_39_TR	is	VBZ	VV	identification		no	no					
2799	MA09-28.1_39_TR	not	XX0	XX0	negator		no	no					
2800	MA09-28.1_39_TR	until	CJS	CJC	MM1_happening or done up to a particular point in time, and then stopping	MM2_continuing as far as a particular place	MRW-indirect	yes	space			It is not until the closing theme commences, at bar 68, that motive ‘x’ and its association with the lament topic of the introduction is dispelled	
2801	MA09-28.1_39_TR	the	AT0	AT0	definite article		no	no					
2802	MA09-28.1_39_TR	closing	AJ0	AJ0	MM_happening near or at the end of something	There is no more basic meaning.	no	yes					
2803	MA09-28.1_39_TR	theme	NN1	NN0	MM2a_a short tune that is repeated in a longer piece of music	MM1_the main subject of something such as a book, speech, art exhibition, or discussion	WIDLII	yes	language				
2804	MA09-28.1_39_TR	commences	VVZ	VV	MM_to begin, or to begin something	There is no more basic meaning.	no	yes					
2805	MA09-28.1_39_TR	,	PUN	PUN			DFMA_Punct	no					
2806	MA09-28.1_39_TR	at	PRP	PRP	musical space	concrete	MRW-indirect	yes	space			It is not until the closing theme commences, at bar 68, that motive ‘x’ and its association with the lament topic of the introduction is dispelled	
2807	MA09-28.1_39_TR	bar	NN1	NN0			MRW-indirect	yes	other				
2808	MA09-28.1_39_TR	68	CRD	CRD			no	no					
2809	MA09-28.1_39_TR	,	PUN	PUN			DFMA_Punct	no					
2810	MA09-28.1_39_TR	that	CJT	CJC	conjunction		no	no					
2811	MA09-28.1_39_TR	motive	NN1	NN0	MD“motive“_see „motif“;  MM“motive“_the reason that you do something; MM2a_MUSIC an arrangement of notes that is repeated regularly in a piece of music	MM1“motif“_a shape or pattern that is repeated in a design or decoration	MRW-indirect	yes	synaesthetic				
